"ASX code","Company name","GICs industry group","Listing date","Market Cap"
"ERD","EROAD LIMITED","Technology Hardware & Equipment","18/09/2020",158873010
"ERG","ENECO REFRESH LTD","Food, Beverage & Tobacco","29/03/2006",3540659
"ERL","EMPIRE RESOURCES LIMITED","Materials","01/02/2007",4451740
"ERM","EMMERSON RESOURCES LIMITED","Materials","17/12/2007",31593168
"ERW","ERRAWARRA RESOURCES LTD","Materials","14/12/2020",10071670
"ESK","ETHERSTACK PLC","Software & Services","07/09/2012",39572101
"ESR","ESTRELLA RESOURCES LIMITED","Materials","09/05/2012",10556231
"ETM","ENERGY TRANSITION MINERALS LTD","Materials","20/06/2006",61602631
"ETR","ENTYR LIMITED","Commercial & Professional Services","02/11/2006",13881727
"EUR","EUROPEAN LITHIUM LIMITED","Materials","02/12/2010",104567938
"EV1","EVOLUTION ENERGY MINERALS LIMITED","Materials","16/11/2021",26132341
"EVE","EVE HEALTH GROUP LIMITED.","Financial Services","08/04/2004",5274483
"EVG","EVION GROUP NL","Materials","19/01/2018",11561727
"EVN","EVOLUTION MINING LIMITED","Materials","20/08/2002",6614455086
"EVO","EMBARK EARLY EDUCATION LIMITED","Consumer Services","05/12/2014",94134196
"EVR","EV RESOURCES LTD","Materials","07/12/1994",11455060
"EVS","ENVIROSUITE LIMITED","Software & Services","11/02/2008",73184402
"EVT","EVT LIMITED","Media & Entertainment","30/06/1962",1822352259
"EVZ","EVZ LIMITED","Capital Goods","26/04/1985",18769247
"EWC","ENERGY WORLD CORPORATION LTD","Utilities","08/12/1988",46183819
"EX1","EXOPHARM LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","18/12/2018","SUSPENDED"
"EXL","ELIXINOL WELLNESS LIMITED","Household & Personal Products","08/01/2018",8227331
"EXP","EXPERIENCE CO LIMITED","Consumer Services","27/03/2015",136342330
"EXR","ELIXIR ENERGY LIMITED","Energy","19/07/2004",95082644
"EXT","EXCITE TECHNOLOGY SERVICES LTD","Software & Services","03/01/2007",10063816
"EYE","NOVA EYE MEDICAL LIMITED","Health Care Equipment & Services","12/10/1987",23828612
"EZL","EUROZ HARTLEYS GROUP LIMITED","Financial Services","02/08/1971",143395662
"EZZ","EZZ LIFE SCIENCE HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","03/03/2021",26156813
"FAL","FALCON METALS LTD","Materials","22/12/2021",25665000
"FAR","FAR LIMITED","Energy","23/01/1986",32805425
"FAU","FIRST AU LIMITED","Materials","01/01/1970",3323987
"FBM","FUTURE BATTERY MINERALS LIMITED","Materials","01/09/2011",39497943
"FBR","FBR LTD","Capital Goods","08/02/2001",83473495
"FBU","FLETCHER BUILDING LIMITED","Capital Goods","26/03/2001",3468883130
"FCG","FREEDOM CARE GROUP HOLDINGS LIMITED","Class Pend","30/11/2023",21121863
"FCL","FINEOS CORPORATION HOLDINGS PLC","Software & Services","16/08/2019",537755909
"FCT","FIRSTWAVE CLOUD TECHNOLOGY LIMITED","Software & Services","11/05/2011",61544903
"FDR","FINDER ENERGY HOLDINGS LIMITED","Energy","08/04/2022",10710000
"FDV","FRONTIER DIGITAL VENTURES LIMITED","Media & Entertainment","26/08/2016",173282533
"FEG","FAR EAST GOLD LTD","Materials","28/03/2022",39925959
"FEX","FENIX RESOURCES LTD","Materials","04/08/2008",180482099
"FFF","FORBIDDEN FOODS LIMITED","Food, Beverage & Tobacco","31/08/2020",3363490
"FFG","FATFISH GROUP LIMITED","Financial Services","23/11/1995",14282876
"FFI","FFI HOLDINGS LIMITED","Food, Beverage & Tobacco","15/01/1987",50466121
"FFX","FIREFINCH LIMITED","Materials","06/12/2006","SUSPENDED"
"FG1","FLYNN GOLD LIMITED","Materials","17/06/2021",8728485
"FGG","FUTURE GENERATION GLOBAL LIMITED","Not Applic","10/09/2015",458855771
"FGH","FORESTA GROUP HOLDINGS LIMITED","Materials","05/01/1999",24693761
"FGL","FRUGL GROUP LIMITED","Software & Services","10/08/2004",7688496
"FGR","FIRST GRAPHENE LIMITED","Materials","08/08/1994",42327160
"FGX","FUTURE GENERATION AUSTRALIA LIMITED","Not Applic","06/03/1997",439683557
"FHE","FRONTIER ENERGY LIMITED","Materials","18/12/2009",119664890
"FHS","FREEHILL MINING LIMITED.","Materials","16/01/2017",9974421
"FID","FIDUCIAN GROUP LIMITED","Financial Services","09/02/2015",176274689
"FIN","FIN RESOURCES LIMITED","Materials","02/11/1989",12336105
"FL1","FIRST LITHIUM LIMITED","Materials","21/02/2000",54489417
"FLC","FLUENCE CORPORATION LIMITED","Capital Goods","18/12/2007",90399516
"FLN","FREELANCER LIMITED","Commercial & Professional Services","15/11/2013",88086260
"FLT","FLIGHT CENTRE TRAVEL GROUP LIMITED","Consumer Services","01/12/1995",4106160869
"FLX","FELIX GROUP HOLDINGS LTD","Software & Services","12/01/2021",24539966
"FME","FUTURE METALS NL","Energy","16/08/2007",22111206
"FMG","FORTESCUE LTD","Materials","19/03/1987",77220440143
"FML","FOCUS MINERALS LTD","Materials","13/09/2000",48714970
"FND","FINDI LIMITED","Software & Services","08/08/2001",38701543
"FNX","FINEXIA FINANCIAL GROUP LIMITED","Financial Services","21/12/2006",14278797
"FOR","FORAGER AUSTRALIAN SHARES FUND","Not Applic","16/12/2016",131304473
"FOS","FOS CAPITAL LTD","Capital Goods","07/06/2021",10492197
"FPC","FAT PROPHETS GLOBAL CONTRARIAN FUND LTD","Not Applic","22/03/2017",24980551
"FPH","FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED","Health Care Equipment & Services","21/11/2001",12924181703
"FPP","FAT PROPHETS GLOBAL PROPERTY FUND","Not Applic","10/10/2017",14829587
"FPR","FLEETPARTNERS GROUP LIMITED","Financial Services","22/04/2015",742423406
"FRB","FIREBIRD METALS LIMITED","Materials","18/03/2021",14754400
"FRE","FIREBRICK PHARMA LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","28/01/2022",10927298
"FRI","FINBAR GROUP LIMITED","Real Estate Management & Development","05/08/1994",185043737
"FRM","FARM PRIDE FOODS LIMITED","Food, Beverage & Tobacco","19/12/1997",21578678
"FRS","FORRESTANIA RESOURCES LIMITED","Materials","30/09/2021",4691787
"FRW","FREIGHTWAYS GROUP LIMITED","Transportation","14/09/2023",1311752091
"FRX","FLEXIROAM LIMITED","Telecommunication Services","16/06/2015",15854573
"FSA","FSA GROUP LIMITED","Financial Services","11/01/2001",117705220
"FSF","FONTERRA SHAREHOLDERS' FUND","Food, Beverage & Tobacco","30/11/2012",306121307
"FSG","FIELD SOLUTIONS HOLDINGS LIMITED","Telecommunication Services","26/04/2005",32077147
"FSI","FLAGSHIP INVESTMENTS LIMITED","Not Applic","20/12/2000",42664484
"FTC","FINTECH CHAIN LIMITED","Financial Services","27/11/2012",7809235
"FTL","FIRETAIL RESOURCES LIMITED","Materials","13/04/2022",12656972
"FTZ","FERTOZ LIMITED","Materials","02/09/2013",14180915
"FWD","FLEETWOOD LIMITED","Consumer Durables & Apparel","15/04/1987",141426869
"FXG","FELIX GOLD LIMITED","Materials","31/01/2022",10153541
"FZR","FITZROY RIVER CORPORATION LTD","Energy","04/03/1998",16193138
"G11","G11 RESOURCES LIMITED","Materials","05/08/2010",17229809
"G1A","GALENA MINING LIMITED","Materials","07/09/2017",60958064
"G50","GOLD 50 LIMITED","Materials","06/08/2021",14207700
"G6M","GROUP 6 METALS LIMITED","Materials","21/09/1967",73250005
"G88","GOLDEN MILE RESOURCES LTD","Materials","19/06/2017",6587790
"GAL","GALILEO MINING LTD","Materials","29/05/2018",55334980
"GAP","GALE PACIFIC LIMITED","Consumer Durables & Apparel","14/12/2000",51122636
"GAS","STATE GAS LIMITED","Energy","10/10/2017",42480279
"GBE","GLOBE METALS & MINING LIMITED","Materials","09/12/2005",24331233
"GBR","GREAT BOULDER RESOURCES LIMITED","Materials","18/11/2016",40083245
"GBZ","GBM RESOURCES LIMITED","Materials","24/10/2007",6823540
"GC1","GLENNON SMALL COMPANIES LIMITED","Not Applic","21/08/2015",24001602
"GCI","GRYPHON CAPITAL INCOME TRUST","Not Applic","25/05/2018",491187084
"GCM","GREEN CRITICAL MINERALS LIMITED","Materials","15/11/2007",11365850
"GCR","GOLDEN CROSS RESOURCES LTD","Materials","27/03/1996",3291768
"GCX","GCX METALS LIMITED","Energy","20/12/2012",11081599
"GDA","GOOD DRINKS AUSTRALIA LTD","Food, Beverage & Tobacco","13/12/2006",68048287
"GDC","GLOBAL DATA CENTRE GROUP","Not Applic","31/10/2019",155318328
"GDF","GARDA PROPERTY GROUP","Equity Real Estate Investment Trusts (REITs)","02/07/2015",261099271
"GDG","GENERATION DEVELOPMENT GROUP LIMITED","Insurance","11/12/2007",314506914
"GDI","GDI PROPERTY GROUP","Equity Real Estate Investment Trusts (REITs)","17/12/2013",321844415
"GDM","GREAT DIVIDE MINING LTD","Materials","25/08/2023",11213468
"GED","GOLDEN DEEPS LIMITED.","Materials","04/12/1986",5545073
"GEM","G8 EDUCATION LIMITED","Consumer Services","05/12/2007",773078358
"GEN","GENMIN LIMITED","Materials","10/03/2021","SUSPENDED"
"GES","GENESIS RESOURCES LIMITED","Materials","27/10/2009",6262730
"GFL","GLOBAL MASTERS FUND LIMITED","Not Applic","16/05/2006",29274224
"GGE","GRAND GULF ENERGY LIMITED","Energy","20/03/1998",18857223
"GGX","GAS2GRID LIMITED","Energy","13/05/2005","SUSPENDED"
"GHY","GOLD HYDROGEN LIMITED","Energy","13/01/2023","--"
"GIB","GIBB RIVER DIAMONDS LIMITED","Materials","01/07/2008",7191321
"GL1","GLOBAL LITHIUM RESOURCES LIMITED","Materials","06/05/2021",313619685
"GLA","GLADIATOR RESOURCES LIMITED","Materials","27/06/2006",10043546
"GLB","GLOBE INTERNATIONAL LIMITED","Consumer Durables & Apparel","24/05/2001",129367112
"GLE","GLG CORP LTD","Consumer Durables & Apparel","14/12/2005",13708500
"GLH","GLOBAL HEALTH LIMITED","Health Care Equipment & Services","04/04/2000",7256192
"GLL","GALILEE ENERGY LIMITED","Energy","15/02/1996",22004937
"GLN","GALAN LITHIUM LIMITED","Materials","08/06/2011",196038365
"GLV","GLOBAL OIL & GAS LIMITED","Energy","25/05/2005",7939006
"GMD","GENESIS MINERALS LIMITED","Materials","02/08/2007",2055323637
"GMG","GOODMAN GROUP","Equity Real Estate Investment Trusts (REITs)","02/02/2005",44592795027
"GML","GATEWAY MINING LIMITED","Materials","02/08/1971",8287063
"GMN","GOLD MOUNTAIN LIMITED","Materials","02/09/2011",11345393
"GMR","GOLDEN RIM RESOURCES LTD","Materials","13/08/1987",7690649
"GNC","GRAINCORP LIMITED","Consumer Staples Distribution & Retail","30/03/1998",1678040738
"GNE","GENESIS ENERGY LIMITED","Utilities","17/04/2014",2460926243
"GNG","GR ENGINEERING SERVICES LIMITED","Materials","19/04/2011",374448422
"GNM","GREAT NORTHERN MINERALS LIMITED","Materials","05/03/2008",3092582
"GNP","GENUSPLUS GROUP LTD","Capital Goods","14/12/2020",218601686
"GNX","GENEX POWER LIMITED","Utilities","08/07/2015",242406000
"GO2","THE GO2 PEOPLE LTD","Commercial & Professional Services","31/10/2017","SUSPENDED"
"GOR","GOLD ROAD RESOURCES LIMITED","Materials","04/07/2006",2092124399
"GOW","GOWING BROS LIMITED","Financial Services","31/07/1962",112913585
"GOZ","GROWTHPOINT PROPERTIES AUSTRALIA","Equity Real Estate Investment Trusts (REITs)","04/07/2007",1831859908
"GPR","GEOPACIFIC RESOURCES LTD","Materials","09/05/2006",16434347
"GPT","GPT GROUP","Equity Real Estate Investment Trusts (REITs)","01/04/1971",8217827175
"GQG","GQG PARTNERS INC.","Financial Services","26/10/2021",4355388015
"GR8","GREAT DIRT RESOURCES LTD","Materials","10/11/2023",9730503
"GRE","GREENTECH METALS LIMITED","Materials","04/01/2022",34444667
"GRL","GODOLPHIN RESOURCES LIMITED","Materials","18/12/2019",6431197
"GRR","GRANGE RESOURCES LIMITED.","Materials","27/03/1986",445575399
"GRV","GREENVALE ENERGY LTD","Energy","28/07/1971",40059143
"GRX","GREENX METALS LIMITED","Materials","06/09/1993",226747058
"GSM","GOLDEN STATE MINING LIMITED","Materials","08/11/2018",4060625
"GSN","GREAT SOUTHERN MINING LIMITED","Materials","14/04/2011",14338069
"GSR","GREENSTONE RESOURCES LIMITED","Materials","12/12/2000",10944908
"GSS","GENETIC SIGNATURES LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","31/03/2015",71702998
"GT1","GREEN TECHNOLOGY METALS LIMITED","Materials","10/11/2021",77320822
"GTE","GREAT WESTERN EXPLORATION LIMITED.","Materials","05/06/2007",9349830
"GTG","GENETIC TECHNOLOGIES LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","30/07/1987",28854145
"GTH","GATHID LTD","Software & Services","18/09/2017",5268358
"GTI","GRATIFII LIMITED","Software & Services","17/07/2008",10590058
"GTK","GENTRACK GROUP LIMITED","Software & Services","25/06/2014",617772804
"GTN","GTN LIMITED","Media & Entertainment","01/06/2016",89835974
"GTR","GTI ENERGY LTD","Materials","10/08/2007",16399577
"GUD","G.U.D. HOLDINGS LIMITED","Automobiles & Components","30/06/1962",1596336906
"GUE","GLOBAL URANIUM AND ENRICHMENT LTD","Materials","28/09/2017",19981922
"GUL","GULLEWA LIMITED","Materials","19/06/1980",10822521
"GVF","STAUDE CAPITAL GLOBAL VALUE FUND LIMITED","Not Applic","21/07/2014",199366167
"GW1","GREENWING RESOURCES LTD","Materials","20/10/2005",17425148
"GWA","GWA GROUP LIMITED.","Capital Goods","20/05/1993",533062277
"GWR","GWR GROUP LIMITED","Materials","24/12/2004",26339766
"H2G","GREENHY2 LIMITED","Commercial & Professional Services","04/12/1980",3768802
"HAL","HALO TECHNOLOGIES HOLDINGS LTD","Financial Services","26/04/2022",20071758
"HAR","HARANGA RESOURCES LIMITED.","Materials","27/01/2022",14272854
"HAS","HASTINGS TECHNOLOGY METALS LTD","Materials","20/02/2008",86028824
"HAV","HAVILAH RESOURCES LIMITED","Materials","21/03/2002",85492587
"HAW","HAWTHORN RESOURCES LIMITED","Materials","03/07/1986",30653929
"HCD","HYDROCARBON DYNAMICS LIMITED","Energy","21/04/2006",3897995
"HCF","H&G HIGH CONVICTION LIMITED","Not Applic","25/10/2022",25059428
"HCH","HOT CHILI LIMITED","Materials","03/05/2010",120042432
"HCL","HIGHCOM LIMITED","Capital Goods","15/09/2005",42099896
"HCT","HOLISTA COLLTECH LIMITED","Household & Personal Products","26/02/2004",3345601
"HCW","HEALTHCO HEALTHCARE AND WELLNESS REIT","Equity Real Estate Investment Trusts (REITs)","06/09/2021",803017838
"HDN","HOMECO DAILY NEEDS REIT","Equity Real Estate Investment Trusts (REITs)","23/11/2020",2482922309
"HE8","HELIOS ENERGY LTD","Energy","20/10/2010",135410571
"HFR","HIGHFIELD RESOURCES LIMITED","Materials","07/02/2012",119616039
"HFY","HUBIFY LIMITED","Telecommunication Services","12/01/2017",8930453
"HGH","HEARTLAND GROUP HOLDINGS LIMITED","Banks","01/11/2018",1042499131
"HGL","HUDSON INVESTMENT GROUP LIMITED","Real Estate Management & Development","09/06/1994",12168787
"HGO","HILLGROVE RESOURCES LIMITED","Materials","22/07/1994",143397826
"HGV","HYGROVEST LIMITED","Not Applic","22/01/2015",10725841
"HHR","HARTSHEAD RESOURCES NL","Energy","14/02/2012",73025735
"HIO","HAWSONS IRON LTD","Materials","14/11/2007",39520056
"HIQ","HITIQ LIMITED","Health Care Equipment & Services","16/06/2021",5876238
"HIT","HITECH GROUP AUSTRALIA LIMITED","Commercial & Professional Services","17/04/2000",89886000
"HLA","HEALTHIA LIMITED","Health Care Equipment & Services","11/09/2018","SUSPENDED"
"HLI","HELIA GROUP LIMITED","Financial Services","20/05/2014",1281398155
"HLO","HELLOWORLD TRAVEL LIMITED","Consumer Services","13/09/2000",397889060
"HLS","HEALIUS LIMITED","Health Care Equipment & Services","03/07/1998",1068143735
"HLSNB","HEALIUS LIMITED","Health Care Equipment & Services","03/07/1998",1068143735
"HLX","HELIX RESOURCES LIMITED","Materials","22/05/1986",9292583
"HM1","HEARTS AND MINDS INVESTMENTS LIMITED","Not Applic","14/11/2018",535397663
"HMC","HMC CAPITAL LIMITED","Equity Real Estate Investment Trusts (REITs)","14/10/2019",1986853013
"HMD","HERAMED LIMITED","Health Care Equipment & Services","12/12/2018",11180568
"HMG","HAMELIN GOLD LIMITED","Materials","05/11/2021",12915000
"HMI","HIREMII LIMITED","Commercial & Professional Services","11/05/2021",5366505
"HMX","HAMMER METALS LIMITED","Materials","25/02/2003",46979589
"HMY","HARMONEY CORP LIMITED","Financial Services","19/11/2020",50982074
"HNG","HANCOCK & GORE LTD","Capital Goods","24/08/1971",103570800
"HOR","HORSESHOE METALS LIMITED","Materials","29/07/2010",5147829
"HPC","THE HYDRATION PHARMACEUTICALS COMPANY LIMITED","Household & Personal Products","14/12/2021",7954254
"HPG","HIPAGES GROUP HOLDINGS LTD","Media & Entertainment","12/11/2020",88562106
"HPI","HOTEL PROPERTY INVESTMENTS","Equity Real Estate Investment Trusts (REITs)","10/12/2013",530880986
"HPP","HEALTH AND PLANT PROTEIN GROUP LIMITED","Food, Beverage & Tobacco","14/12/1989","SUSPENDED"
"HPR","HIGH PEAK ROYALTIES LIMITED","Energy","30/03/2007",10611045
"HRE","HEAVY RARE EARTHS LIMITED","Class Pend","24/08/2022",4984086
"HRN","HORIZON GOLD LIMITED","Materials","21/12/2016",41279378
"HRZ","HORIZON MINERALS LIMITED","Materials","06/02/1992",30843282
"HSN","HANSEN TECHNOLOGIES LIMITED","Software & Services","01/06/2000",1024145076
"HT8","HARRIS TECHNOLOGY GROUP LIMITED","Transportation","24/06/1999",2991355
"HTA","HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED","Telecommunication Services","17/08/1999",488610309
"HTG","HARVEST TECHNOLOGY GROUP LTD","Technology Hardware & Equipment","12/05/2016",13413303
"HTM","HIGH-TECH METALS LTD","Materials","23/01/2023",6403802
"HUB","HUB24 LIMITED","Financial Services","05/07/2007",2768875278
"HUM","HUMM GROUP LIMITED","Financial Services","12/12/2006",218517132
"HVM","HAPPY VALLEY NUTRITION LIMITED","Food, Beverage & Tobacco","23/01/2020","SUSPENDED"
"HVN","HARVEY NORMAN HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","03/09/1987",4834505818
"HVY","HEAVY MINERALS LIMITED","Materials","14/09/2021",5531862
"HXG","HEXAGON ENERGY MATERIALS LIMITED","Materials","30/10/2008",5129159
"HXL","HEXIMA LIMITED.","Pharmaceuticals, Biotechnology & Life Sciences","01/12/2020",3006713
"HYD","HYDRIX LIMITED","Technology Hardware & Equipment","11/05/2001",4575939
"HYT","HYTERRA LTD","Energy","14/12/2005",13949566
"HZN","HORIZON OIL LIMITED","Energy","30/06/1981",250848274
"HZR","HAZER GROUP LIMITED","Materials","02/12/2015",128698029
"IAG","INSURANCE AUSTRALIA GROUP LIMITED","Insurance","08/08/2000",14571678165
"IAM","INCOME ASSET MANAGEMENT GROUP LIMITED.","Financial Services","14/01/1987",23390546
"IBC","IRONBARK CAPITAL LIMITED","Not Applic","02/04/1987",49793929
"IBG","IRONBARK ZINC LTD","Materials","16/08/2006",11790981
"IBX","IMAGION BIOSYSTEMS LIMITED","Health Care Equipment & Services","22/06/2017",11263060
"ICE","ICETANA LIMITED","Software & Services","23/12/2019",9717252
"ICG","INCA MINERALS LIMITED","Materials","19/06/2008",5259920
"ICI","ICANDY INTERACTIVE LIMITED","Media & Entertainment","04/02/2016",37581759
"ICL","ICENI GOLD LIMITED","Materials","14/04/2021",14151571
"ICN","ICON ENERGY LIMITED","Energy","22/09/1997",4608082
"ICR","INTELICARE HOLDINGS LIMITED","Health Care Equipment & Services","25/05/2020",5265448
"ICU","INVESTOR CENTRE LIMITED","Financial Services","31/07/2006",11218328
"ID8","IDENTITII LIMITED","Software & Services","17/10/2018",11535426
"IDA","INDIANA RESOURCES LIMITED","Materials","17/07/1986",37529461
"IDT","IDT AUSTRALIA LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","18/02/1991",35147947
"IDX","INTEGRAL DIAGNOSTICS LIMITED","Health Care Equipment & Services","21/10/2015",429584743
"IEC","INTRA ENERGY CORPORATION LIMITED","Energy","04/07/2007",4982345
"IEL","IDP EDUCATION LIMITED","Consumer Services","26/11/2015",6574301304
"IEQ","INTERNATIONAL EQUITIES CORPORATION LIMITED.","Real Estate Management & Development","11/03/1993",4359602
"IFL","INSIGNIA FINANCIAL LTD","Financial Services","05/12/2003",1419914984
"IFM","INFOMEDIA LTD","Software & Services","16/08/2000",546770085
"IFT","INFRATIL LIMITED.","Capital Goods","30/08/2010",7786490278
"IG6","INTERNATIONAL GRAPHITE LIMITED","Capital Goods","07/04/2022",27416124
"IGL","IVE GROUP LIMITED","Media & Entertainment","16/12/2015",304881669
"IGN","IGNITE LIMITED","Commercial & Professional Services","16/01/1997",7771058
"IGO","IGO LIMITED","Materials","17/01/2002",5921834298
"IIQ","INOVIQ LTD","Health Care Equipment & Services","18/04/1991",56591502
"IKE","IKEGPS GROUP LIMITED","Technology Hardware & Equipment","21/11/2016",68810465
"ILA","ISLAND PHARMACEUTICALS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","13/04/2021",5363719
"ILT","ILTANI RESOURCES LIMITED.","Materials","30/06/2023",5850264
"ILU","ILUKA RESOURCES LIMITED","Materials","30/06/1962",2926841915
"IMA","IMAGE RESOURCES NL","Materials","04/07/2002",72443221
"IMB","INTELLIGENT MONITORING GROUP LIMITED","Commercial & Professional Services","03/03/1994",67605400
"IMC","IMMURON LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","30/04/1999",19590658
"IMD","IMDEX LIMITED","Materials","24/09/1987",993012810
"IME","IMEXHS LIMITED","Health Care Equipment & Services","14/12/2005",28121077
"IMI","INFINITY MINING LIMITED","Materials","22/12/2021",15897475
"IMM","IMMUTEP LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","23/06/1988",368538713
"IMR","IMRICOR MEDICAL SYSTEMS INC.","Health Care Equipment & Services","30/08/2019",95438746
"IMU","IMUGENE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","24/11/1993",659177687
"INA","INGENIA COMMUNITIES GROUP","Equity Real Estate Investment Trusts (REITs)","01/07/2004",1679243048
"IND","INDUSTRIAL MINERALS LTD","Materials","13/07/2021",52901500
"INF","INFINITY LITHIUM CORPORATION LIMITED","Materials","15/04/2011",48572170
"ING","INGHAMS GROUP LIMITED","Food, Beverage & Tobacco","07/11/2016",1453267240
"INL","INNLANZ LIMITED","Consumer Discretionary Distribution & Retail","22/02/2019",3759163
"INP","INCENTIAPAY LIMITED","Media & Entertainment","09/09/2014",6325318
"INR","IONEER LTD","Materials","19/12/2007",306154761
"INV","INVESTSMART GROUP LIMITED","Financial Services","21/04/2005",18548463
"IOD","IODM LIMITED","Software & Services","18/11/2003",143200615
"ION","IONDRIVE LIMITED","Materials","21/04/2005",5835423
"IOU","IOUPAY LIMITED","Media & Entertainment","12/10/2000","SUSPENDED"
"IPB","IPB PETROLEUM LIMITED","Energy","30/04/2013",5651224
"IPC","IMPERIAL PACIFIC LIMITED","Financial Services","28/07/1971",6274659
"IPD","IMPEDIMED LIMITED","Health Care Equipment & Services","24/10/2007",273138301
"IPG","IPD GROUP LTD","Capital Goods","17/12/2021",471560899
"IPH","IPH LIMITED","Commercial & Professional Services","19/11/2014",1624947843
"IPL","INCITEC PIVOT LIMITED","Materials","28/07/2003",5613030334
"IPT","IMPACT MINERALS LIMITED","Materials","29/11/2006",28647039
"IPX","IPERIONX LIMITED","Materials","16/04/2018",289802794
"IR1","IRIS METALS LIMITED","Materials","23/09/2021",138791081
"IRD","IRON ROAD LIMITED","Materials","12/06/2008",59054470
"IRE","IRESS LIMITED","Software & Services","03/11/2000",1511126845
"IRI","INTEGRATED RESEARCH LIMITED","Software & Services","13/12/2000",54128675
"IRX","INHALERX LIMITED","Health Care Equipment & Services","11/01/2017",5503242
"IS3","I SYNERGY GROUP LIMITED","Software & Services","30/03/2017",2432643
"ITM","ITECH MINERALS LTD","Materials","21/10/2021",15883863
"IVR","INVESTIGATOR RESOURCES LTD","Materials","03/04/2007",67546991
"IVT","INVENTIS LIMITED","Commercial & Professional Services","14/04/1999",3036975
"IVX","INVION LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","15/02/2010",38529793
"IVZ","INVICTUS ENERGY LTD","Energy","19/01/2012",206531871
"IXC","INVEX THERAPEUTICS LTD","Pharmaceuticals, Biotechnology & Life Sciences","05/07/2019",18788462
"IXR","IONIC RARE EARTHS LIMITED","Materials","10/12/1999",88578203
"IXU","IXUP LIMITED","Software & Services","15/11/2017",50835607
"JAL","JAMESON RESOURCES LIMITED","Materials","18/12/2007",17618000
"JAN","JANISON EDUCATION GROUP LIMITED","Software & Services","12/09/2000",59725718
"JAT","JATCORP LIMITED","Consumer Discretionary Distribution & Retail","30/01/2008",28310582
"JAVDF","JAVELIN MINERALS LIMITED","Materials","09/10/2012","--"
"JAY","JAYRIDE GROUP LIMITED","Transportation","29/01/2018",5860228
"JBH","JB HI-FI LIMITED","Consumer Discretionary Distribution & Retail","23/10/2003",5334404933
"JBY","JAMES BAY MINERALS LIMITED","Materials","12/09/2023",19057500
"JCS","JCURVE SOLUTIONS LTD","Software & Services","08/12/2000",12148707
"JDO","JUDO CAPITAL HOLDINGS LIMITED","Banks","01/11/2021",931812700
"JGH","JADE GAS HOLDINGS LIMITED","Materials","13/02/1995",50458693
"JHX","JAMES HARDIE INDUSTRIES PLC","Materials","15/10/2001",21941174641
"JIN","JUMBO INTERACTIVE LIMITED","Consumer Services","14/06/1972",862806354
"JLG","JOHNS LYNG GROUP LIMITED","Capital Goods","26/10/2017",1678357686
"JLL","JINDALEE LITHIUM LIMITED","Materials","11/07/2002",54283605
"JMS","JUPITER MINES LIMITED.","Materials","18/04/2018",342823431
"JNO","JUNO MINERALS LIMITED","Materials","14/05/2021",15333285
"JPR","JUPITER ENERGY LIMITED","Energy","12/11/2003",21595614
"JRV","JERVOIS GLOBAL LIMITED","Materials","01/12/1980",105398307
"JTL","JAYEX TECHNOLOGY LIMITED","Health Care Equipment & Services","17/12/2015",2531507
"JYC","JOYCE CORPORATION LTD","Consumer Discretionary Distribution & Retail","17/12/1986",85527474
"K2F","K2FLY LIMITED","Software & Services","19/02/2008",19284628
"KAI","KAIROS MINERALS LIMITED","Materials","30/05/1973",39313683
"KAL","KALGOORLIE GOLD MINING LIMITED","Materials","17/11/2021",3962518
"KAM","K2 ASSET MANAGEMENT HOLDINGS LTD","Financial Services","29/11/2007",18804645
"KAR","KAROON ENERGY LTD","Energy","08/06/2004",1503061459
"KAT","KATANA CAPITAL LIMITED","Not Applic","23/12/2005",36483457
"KAU","KAISER REEF LIMITED","Materials","28/02/2020",26617901
"KBC","KEYBRIDGE CAPITAL LIMITED","Financial Services","23/12/1999",11280405
"KCC","KINCORA COPPER LIMITED","Materials","30/03/2021",5800859
"KCN","KINGSGATE CONSOLIDATED LIMITED.","Materials","21/04/1988",356986093
"KDY","KADDY LIMITED","Consumer Discretionary Distribution & Retail","04/04/2001","SUSPENDED"
"KED","KEYPATH EDUCATION INTERNATIONAL INC.","Consumer Services","02/06/2021",63334932
"KEY","KEY PETROLEUM LIMITED","Energy","26/04/2007",2951892
"KFM","KINGFISHER MINING LTD","Materials","11/12/2020",8594400
"KGD","KULA GOLD LIMITED","Materials","16/11/2010",10064778
"KGL","KGL RESOURCES LIMITED","Materials","17/03/2005",90766698
"KGN","KOGAN.COM LTD","Consumer Discretionary Distribution & Retail","07/07/2016",547122228
"KIL","KILAND LTD","Materials","08/07/2002",121410411
